"dbID";"planeID";"ADSHEX";"longitude";"latitude";"altitude";"radarID";"aircraft";"departing";"destination";"dateTime"
609;"8e27c49";"4CA9DF";50.7857;-14.0687;40000.0;"T-EIKY1";"A332";"JFK";"FCO";"2016-02-22 14:21:24"
610;"8e2faab";"ADAB31";42.4499;-79.6953;38000.0;"F-CYYZ4";"B738";"LGA";"ORD";"2016-02-22 14:21:24"
611;"8e2bf54";"E49163";10.7664;-60.8681;39000.0;"F-TBPB1";"A332";"MCO";"CNF";"2016-02-22 14:21:24"
612;"8e2d37c";"C04051";34.9548;-72.4169;37900.0;"T-F5M";"A319";"PUJ";"YUL";"2016-02-22 14:21:24"
613;"8e29491";"896399";42.9297;28.1616;40000.0;"F-LBBG3";"A332";"AUH";"MXP";"2016-02-22 14:21:24"
614;"8e20958";"406B21";38.1337;0.1695;40000.0;"F-LEAM4";"A388";"JNB";"LHR";"2016-02-22 14:21:24"
615;"8e2942b";"";33.595;67.9235;42000.0;"T-EST1";"GLEX";"";"";"2016-02-22 14:21:24"
616;"8e28292";"7582F9";18.5281;164.1606;38000.0;"T-F5M";"A343";"HNL";"MNL";"2016-02-22 14:21:24"
617;"8e2d77e";"A7ACF3";31.807;-137.9962;38000.0;"T-FAA1";"B763";"HNL";"SMF";"2016-02-22 14:21:24"
618;"8e2bd7b";"E8043A";-26.3037;-73.8298;37975.0;"F-SCFA1";"B788";"SCL";"MIA";"2016-02-22 14:21:24"
619;"8e2ef1d";"7C6C2D";-31.4564;150.5109;37000.0;"F-YSCN1";"A320";"MEL";"OOL";"2016-02-22 14:21:24"
620;"8e1f5d0";"3949F0";35.593;4.2946;39000.0;"F-DAAG2";"B772";"CPT";"CDG";"2016-02-22 14:21:24"
621;"8e2fa4b";"800B81";24.5323;85.3811;38000.0;"F-VERC1";"B737";"CCU";"DEL";"2016-02-22 14:21:24"
622;"8e2ef1a";"A65527";34.2642;-76.6981;37025.0;"F-KILM2";"A319";"FLL";"ACY";"2016-02-22 14:21:24"
623;"8e2cf18";"A059E3";48.3949;-53.0187;38000.0;"T-CYQX1";"B752";"EWR";"EDI";"2016-02-22 14:21:24"
624;"8e2de44";"C013F6";49.1242;-90.7002;37000.0;"T-F5M";"E190";"YYC";"YOW";"2016-02-22 14:21:24"
625;"8e2ffc8";"A5A6C1";42.7743;-121.0564;39025.0;"T-MLAT2";"B737";"PDX";"SNA";"2016-02-22 14:21:24"
626;"8e1e7f1";"A8D3C4";50.0402;160.0184;37000.0;"T-F5M";"B744";"DTW";"NRT";"2016-02-22 14:21:24"
627;"8e2ffc5";"800412";25.1553;76.7287;37025.0;"F-VIKO2";"A319";"DEL";"VGA";"2016-02-22 14:21:24"
628;"8e2dd32";"3C0A47";46.5059;20.5894;38000.0;"F-LYBE1";"B738";"SZF";"DUS";"2016-02-22 14:21:24"
629;"8e29a63";"";29.2912;-143.1185;45000.0;"T-F5M";"GLEX";"";"";"2016-02-22 14:21:24"
630;"8e2897c";"406D70";43.8828;-47.6303;41000.0;"T-F5M";"B788";"CUN";"LGW";"2016-02-22 14:21:24"
631;"8e1f243";"780092";39.2228;116.9319;39100.0;"F-ZBNY1";"A332";"FRA";"PVG";"2016-02-22 14:21:24"
632;"8e29c40";"8960F5";18.3103;91.0074;41000.0;"F-VGCB1";"A388";"DXB";"BKK";"2016-02-22 14:21:24"
633;"8e29ff8";"8963F3";42.3793;32.0685;40000.0;"F-LBWN2";"A388";"DXB";"LHR";"2016-02-22 14:21:24"
634;"8e2e287";"A08317";35.1645;-93.1311;38000.0;"T-MLAT2";"CRJ9";"DTW";"SAT";"2016-02-22 14:21:24"
635;"8e200b9";"71BE34";69.795;135.4541;38000.0;"F-UEBB1";"A388";"JFK";"ICN";"2016-02-22 14:21:24"
636;"8e2f550";"AD41CD";36.9237;-92.6551;40000.0;"T-MLAT2";"B737";"MDW";"SAT";"2016-02-22 14:21:24"
637;"8e2a274";"AB437A";-3.851;-82.6976;39000.0;"F-SPUR1";"B738";"MEX";"LIM";"2016-02-22 14:21:24"
638;"8e2a11e";"3965A4";30.858;6.6732;38000.0;"F-LDAU1";"B77W";"LBV";"CDG";"2016-02-22 14:21:24"
639;"8e302fc";"A7FDAB";45.1409;-121.6005;39000.0;"T-MLAT2";"B737";"SEA";"SNA";"2016-02-22 14:21:24"
640;"8e2e911";"495290";43.7104;13.725;38050.0;"F-LDRI1";"A319";"OTP";"LIS";"2016-02-22 14:21:24"
641;"8e3038a";"04000B";19.6756;72.1999;41000.0;"F-VANR1";"B763";"";"";"2016-02-22 14:21:24"
642;"8e2cade";"880045";21.8497;120.4838;38000.0;"T-RCKH1";"B773";"ICN";"BKK";"2016-02-22 14:21:24"
643;"8e2dc62";"4CAA9B";44.0936;-57.9438;39000.0;"T-F5M";"A332";"JFK";"MXP";"2016-02-22 14:21:24"
644;"8e2bcf5";"7502CD";21.0243;116.0959;41000.0;"T-EST1";"A333";"KUL";"ICN";"2016-02-22 14:21:24"
645;"8e2b3c0";"392F2D";35.1962;4.2144;38000.0;"F-DAAG2";"A343";"LFW";"CDG";"2016-02-22 14:21:24"
646;"8e2a85a";"0C20B6";35.2586;-76.5355;37000.0;"F-KGSB1";"B738";"PTY";"JFK";"2016-02-22 14:21:24"
647;"8e2842a";"861B8E";26.1595;166.0593;37000.0;"T-FAA1";"B763";"HNL";"NRT";"2016-02-22 14:21:24"
648;"8e2e597";"48506D";21.8273;-59.2046;39000.0;"T-F5M";"B788";"CUR";"AMS";"2016-02-22 14:21:24"
649;"8e2f73b";"7C6DD5";-32.7889;144.4045;38000.0;"F-YLCG1";"B738";"ADL";"BNE";"2016-02-22 14:21:24"
650;"8e2a5f2";"06A147";19.1167;88.7888;39000.0;"T-EST1";"A388";"DOH";"BKK";"2016-02-22 14:21:24"
651;"8e253d0";"48403D";43.656;89.0556;37100.0;"F-ZWWW1";"B744";"AMS";"CTU";"2016-02-22 14:21:24"
652;"8e277b0";"A3EFF3";46.2686;-83.3263;38000.0;"F-KCIU1";"B763";"LHR";"ORD";"2016-02-22 14:21:24"
653;"8e1d893";"8852A1";45.3361;23.317;40025.0;"F-LYBE1";"A388";"BKK";"FRA";"2016-02-22 14:21:24"
654;"8e2f804";"400669";47.1121;11.7504;37000.0;"F-LIPE3";"B752";"LEJ";"PSA";"2016-02-22 14:21:24"
655;"8e2f803";"750299";34.5546;126.5694;38000.0;"T-RKSO2";"A333";"ICN";"KUL";"2016-02-22 14:21:24"
656;"8e302f5";"7C6DE9";-26.1778;134.8489;39000.0;"F-YAYE1";"B738";"ASP";"ADL";"2016-02-22 14:21:24"
657;"8e2e60f";"885045";30.271;132.3825;38000.0;"F-RJFM1";"A333";"NRT";"BKK";"2016-02-22 14:21:24"
658;"8e2f48b";"80065D";18.8991;77.559;38000.0;"F-VOHS2";"B738";"BLR";"DEL";"2016-02-22 14:21:24"
659;"8e290ce";"3C49CA";43.7774;26.8642;37975.0;"F-LBBG3";"A320";"AUH";"STR";"2016-02-22 14:21:24"
660;"8e290cf";"3C7209";44.6022;27.0018;40000.0;"F-LBRS1";"A332";"AUH";"TXL";"2016-02-22 14:21:24"
661;"8e2f980";"C07EE0";50.9241;-105.3142;39000.0;"T-MLAT2";"B737";"YYC";"YWG";"2016-02-22 14:21:24"
662;"8e2b257";"";39.0922;-103.1952;37999.0;"T-MLAT2";"CL60";"";"";"2016-02-22 14:21:24"
663;"8e2240c";"461F4A";18.6762;94.6001;39000.0;"F-VYYY2";"A359";"HEL";"BKK";"2016-02-22 14:21:24"
664;"8e231e1";"00B0ED";-7.982;17.3857;37000.0;"T-EST1";"A346";"MUC";"JNB";"2016-02-22 14:21:24"
665;"8e2d96a";"A41722";29.7783;-82.7804;37000.0;"F-KTLH2";"B738";"ORD";"FLL";"2016-02-22 14:21:24"
666;"8e2f2b1";"424047";56.0827;47.0526;38000.0;"T-MLAT";"A319";"CEK";"DME";"2016-02-22 14:21:24"
667;"8e2dd5a";"C078B1";49.4664;-62.6144;39000.0;"F-CYGP1";"A332";"YYZ";"LGW";"2016-02-22 14:21:24"
668;"8e2ee88";"7C752D";-33.4064;122.0409;39575.0;"F-YPKG2";"A332";"PER";"SYD";"2016-02-22 14:21:24"
669;"8e2b74c";"78012D";25.8645;119.487;39100.0;"F-ZSFZ2";"A333";"HKG";"PVG";"2016-02-22 14:21:24"
670;"8e20798";"4B1880";35.0769;6.6868;40000.0;"F-DAAS1";"A333";"JNB";"ZRH";"2016-02-22 14:21:24"
671;"8e2f933";"A8795A";38.8416;-79.8136;37975.0;"T-KSHD2";"E170";"EWR";"CVG";"2016-02-22 14:21:24"
672;"8e24483";"899105";59.1135;-165.792;39000.0;"F-PADY1";"B744";"TPE";"ANC";"2016-02-22 14:21:24"
673;"8e26b66";"A12FDA";63.0233;-41.2981;37000.0;"F-BGKK1";"B763";"SEA";"CDG";"2016-02-22 14:21:24"
674;"8e291c0";"8674CE";25.2467;168.8476;38000.0;"T-FAA1";"B772";"HNL";"NRT";"2016-02-22 14:21:24"
675;"8e2ec41";"8681B7";37.395;136.924;38000.0;"F-RJNT1";"B738";"CTS";"FUK";"2016-02-22 14:21:24"
676;"8e2f026";"010093";32.6679;33.4728;37025.0;"F-LLBG2";"A320";"BEY";"CAI";"2016-02-22 14:21:24"
677;"8e2f022";"AA4322";38.0369;-108.427;37000.0;"T-MLAT2";"CRJ7";"SNA";"DEN";"2016-02-22 14:21:24"
678;"8e2d41c";"79A06F";26.8438;111.0536;38100.0;"T-EST1";"A332";"PEK";"SYX";"2016-02-22 14:21:24"
679;"8e28747";"400610";42.9719;16.8035;40000.0;"F-LHSM1";"B772";"RUH";"LHR";"2016-02-22 14:21:24"
680;"8e29690";"C05840";49.9647;-114.673;39975.0;"F-CYYC4";"A333";"YUL";"YVR";"2016-02-22 14:21:24"
681;"8e26419";"4CC276";62.0821;-83.1644;37000.0;"T-F5M";"B752";"SEA";"KEF";"2016-02-22 14:21:24"
682;"8e2b747";"A7D630";37.3741;-102.3715;37950.0;"T-EST1";"A320";"BWI";"PHX";"2016-02-22 14:21:24"
683;"8e252d4";"780BDE";70.5156;-162.3874;38000.0;"F-PADG1";"B788";"ORD";"PEK";"2016-02-22 14:21:24"
684;"8e27e93";"4B1881";45.0608;-39.2524;39000.0;"T-FAA1";"A333";"MIA";"ZRH";"2016-02-22 14:21:24"
685;"8e2e0f0";"E48175";-9.1153;-39.8497;41000.0;"F-SBJU3";"B738";"GIG";"FOR";"2016-02-22 14:21:24"
686;"8e23469";"4B187A";45.3588;23.1392;38000.0;"F-LYBE1";"A333";"BOM";"ZRH";"2016-02-22 14:21:24"
687;"8e218d7";"86E79A";55.2818;129.8211;38975.0;"T-UHBB1";"B789";"MUC";"HND";"2016-02-22 14:21:24"
688;"8e21194";"3A4A8D";61.9784;-40.0047;39000.0;"F-BGKK1";"A343";"LAX";"CDG";"2016-02-22 14:21:24"
689;"8e30025";"";46.6957;-93.7909;41000.0;"T-MLAT2";"LJ60";"";"";"2016-02-22 14:21:24"
690;"8e30021";"8A05B2";-5.0018;118.7567;38000.0;"F-WAAA2";"B738";"KDI";"CGK";"2016-02-22 14:21:24"
691;"8e21200";"896177";49.5457;16.7899;37000.0;"F-LKMR1";"B77L";"MCO";"DXB";"2016-02-22 14:21:24"
692;"8e27d47";"70C0C5";18.1952;81.6029;40000.0;"F-VEVZ3";"A333";"MNL";"MCT";"2016-02-22 14:21:24"
693;"8e2f4f5";"8675B4";21.6337;124.3355;38975.0;"F-RCFN1";"B772";"MNL";"NRT";"2016-02-22 14:21:24"
694;"8e2f4f1";"E490EE";-19.8247;-43.6471;39000.0;"F-SBBH5";"A320";"GRU";"MCZ";"2016-02-22 14:21:24"
695;"8e27a18";"3C0CA9";28.0008;52.5778;37000.0;"F-OIBK1";"B738";"HAJ";"DWC";"2016-02-22 14:21:24"
696;"8e293a5";"06A019";22.6503;94.7616;39000.0;"F-VYMY1";"A332";"DOH";"KIX";"2016-02-22 14:21:24"
697;"8e24062";"04C11A";42.2926;14.1603;40000.0;"F-LICC5";"B788";"NBO";"CDG";"2016-02-22 14:21:24"
698;"8e277e4";"";66.9649;90.6517;41000.0;"F-UOOO2";"GLF5";"";"";"2016-02-22 14:21:24"
699;"8e2fe80";"800B1F";28.0192;83.8807;37400.0;"F-VIBN1";"B738";"KTM";"DEL";"2016-02-22 14:21:24"
700;"8e29237";"44CCD6";41.0999;1.0975;40000.0;"F-LEVC4";"A333";"ABJ";"BRU";"2016-02-22 14:21:24"
701;"8e2f8f7";"";39.6681;-120.2569;40000.0;"F-KSCK2";"GLEX";"";"";"2016-02-22 14:21:24"
702;"8e2f6d0";"C07EE6";44.8734;-72.5591;41000.0;"F-CYQB4";"B738";"YYZ";"YYG";"2016-02-22 14:21:24"
703;"8e2fa56";"C07EE4";46.4109;-85.1693;38000.0;"T-MLAT2";"B737";"YYZ";"YXE";"2016-02-22 14:21:24"
704;"8e2fa53";"8470A0";39.0776;139.2503;40975.0;"T-RJSK1";"B737";"UKB";"CTS";"2016-02-22 14:21:24"
705;"8e2bc94";"A791AC";41.8164;-88.6809;37025.0;"T-MLAT2";"B752";"SFO";"EWR";"2016-02-22 14:21:24"
706;"8e2a6d8";"400550";35.3994;0.3896;37025.0;"F-LEAM4";"B744";"ACC";"LHR";"2016-02-22 14:21:24"
707;"8e2c61d";"861B4A";22.6009;118.5698;37000.0;"F-RCNN3";"B763";"HKG";"NRT";"2016-02-22 14:21:24"
708;"8e30733";"86E0F8";36.9258;139.7113;38000.0;"T-MLAT5";"B763";"SDJ";"OKA";"2016-02-22 14:21:24"
709;"8e2858c";"70C0A6";44.7264;25.4512;37975.0;"F-LBPL1";"A332";"MCT";"MUC";"2016-02-22 14:21:24"
710;"8e2dffc";"780DB0";33.8841;114.4948;38100.0;"F-ZBHD1";"A333";"PEK";"CAN";"2016-02-22 14:21:24"
711;"8e2950f";"406D79";43.3694;28.1022;40000.0;"F-LBBG3";"B789";"AUH";"LHR";"2016-02-22 14:21:24"
712;"8e27fc9";"";46.7374;26.2235;40000.0;"F-UKWW1";"GLEX";"";"";"2016-02-22 14:21:24"
713;"8e2d8b6";"C0583F";47.0829;-49.6886;37975.0;"F-CYYT2";"A333";"YUL";"LHR";"2016-02-22 14:21:24"
714;"8e2bd64";"ACAA77";29.5822;-84.001;37000.0;"T-KTVI1";"B738";"DEN";"MIA";"2016-02-22 14:21:24"
715;"8e2d6d7";"C00F7E";48.7478;-86.4025;37000.0;"T-F5M";"A320";"YYC";"YUL";"2016-02-22 14:21:24"
716;"8e25ce7";"77058F";25.8053;54.6787;39000.0;"F-OIBK1";"A333";"LHR";"CMB";"2016-02-22 14:21:24"
717;"8e2ee57";"4BA8F9";41.7408;41.7619;38000.0;"F-URSS2";"B738";"GYD";"SAW";"2016-02-22 14:21:24"
718;"8e2e4b5";"ACA01A";33.871;-87.3424;39000.0;"T-MLAT2";"B737";"DEN";"JAX";"2016-02-22 14:21:24"
719;"8e2dd2e";"4245FB";59.9409;37.545;37975.0;"F-ULPB4";"B748";"SVX";"";"2016-02-22 14:21:24"
720;"8e26a2b";"896193";53.1703;-3.4326;39000.0;"F-EGCC1";"A388";"JFK";"DXB";"2016-02-22 14:21:24"
721;"8e2c1a0";"";41.6769;-94.3162;44999.0;"T-MLAT2";"C25B";"";"";"2016-02-22 14:21:24"
722;"8e2a10c";"39BD26";37.6949;2.2964;40000.0;"F-DAAG2";"A388";"ABJ";"CDG";"2016-02-22 14:21:24"
723;"8e2de51";"4BCDD9";42.9628;25.2576;39000.0;"F-LBSF4";"B738";"CGN";"ADB";"2016-02-22 14:21:24"
724;"8e2391d";"4248F8";62.057;-18.0485;38000.0;"F-BIRK5";"A332";"HAV";"SVO";"2016-02-22 14:21:24"
725;"8e2d6df";"C03C04";47.2411;-98.8386;39000.0;"F-KDIK1";"B737";"YVR";"YYZ";"2016-02-22 14:21:24"
726;"8e2ca9f";"0100A8";44.7552;13.8526;38000.0;"F-LIPY1";"A332";"CAI";"YYZ";"2016-02-22 14:21:24"
727;"8e2b58c";"76CE4D";-23.9249;113.2868;39000.0;"F-YPCR1";"B772";"SIN";"PER";"2016-02-22 14:21:24"
728;"8e2dc7e";"80068B";14.3818;78.0726;38000.0;"F-VOBL2";"A320";"DEL";"CJB";"2016-02-22 14:21:24"
729;"8e2cd0c";"A7F63D";43.2022;-118.4718;40000.0;"T-MLAT2";"B737";"PVR";"PDX";"2016-02-22 14:21:24"
730;"8e2ea1f";"49D095";54.738;35.3967;38000.0;"F-UUMU1";"A319";"KUF";"PRG";"2016-02-22 14:21:24"
731;"8e2da7e";"495248";31.5967;-65.7973;37000.0;"T-TXKF2";"A333";"HAV";"MAD";"2016-02-22 14:21:24"
732;"8e2e298";"86D68A";18.6293;112.256;40975.0;"F-ZGNU1";"B788";"BKK";"NRT";"2016-02-22 14:21:24"
733;"8e301ef";"86D61C";33.5281;132.8506;40600.0;"F-RJOT2";"B788";"KMJ";"HND";"2016-02-22 14:21:24"
734;"8e2da72";"A48AE7";30.5632;-126.5578;38000.0;"T-FAA1";"A332";"LAS";"HNL";"2016-02-22 14:21:24"
735;"8e2e902";"C07923";44.3117;-112.8311;38000.0;"T-MLAT2";"B737";"PSP";"YYC";"2016-02-22 14:21:24"
736;"8e28ac1";"C058C3";55.4172;173.634;38000.0;"F-PASY1";"B788";"YVR";"NRT";"2016-02-22 14:21:24"
737;"8e2d2fd";"C0584F";47.4391;-48.6662;37000.0;"F-CYYT2";"A333";"YUL";"BRU";"2016-02-22 14:21:24"
738;"8e2dc77";"A43FA0";29.678;-142.4842;41000.0;"T-FAA1";"A332";"OGG";"SFO";"2016-02-22 14:21:24"
739;"8e2cd01";"4B8E10";39.7187;36.4526;38000.0;"F-LTCS1";"B738";"KWI";"SAW";"2016-02-22 14:21:24"
740;"8e2f122";"A66CA5";39.9154;-122.7206;37000.0;"T-MLAT2";"B738";"BLI";"OAK";"2016-02-22 14:21:24"
741;"8e2a5a3";"76BD45";-10.9602;128.1241;42975.0;"F-YPDN1";"B789";"OOL";"SIN";"2016-02-22 14:21:24"
742;"8e27ea0";"0D085D";40.19;-51.7477;37000.0;"T-FAA1";"B788";"MAD";"MEX";"2016-02-22 14:21:24"
743;"8e301e3";"C07F0D";50.1891;-120.7846;39000.0;"F-KPAE5";"B736";"YYJ";"YEG";"2016-02-22 14:21:24"
744;"8e2d4fb";"C05858";34.5884;-142.9895;38000.0;"T-F5M";"B763";"OGG";"YVR";"2016-02-22 14:21:24"
745;"8e2cac0";"";49.0236;-46.842;45000.0;"T-F5M";"GLEX";"";"";"2016-02-22 14:21:24"
746;"8e2e826";"ACA309";34.5549;-91.5036;37000.0;"F-KBVX2";"B738";"DFW";"BOS";"2016-02-22 14:21:24"
747;"8e3028f";"86DA1E";35.5611;138.2973;37300.0;"T-RJTY52";"B788";"NRT";"DEL";"2016-02-22 14:21:24"
748;"8e2a7c9";"4BAB2E";35.8172;14.2459;37000.0;"F-LMML1";"B739";"ABV";"IST";"2016-02-22 14:21:24"
749;"8e2eed3";"0D08E6";28.5135;-107.5551;37000.0;"F-MMCU3";"A320";"HMO";"MTY";"2016-02-22 14:21:24"
750;"8e2eed4";"E8044B";18.494;-82.4251;37000.0;"F-MWCR1";"B789";"MIA";"SCL";"2016-02-22 14:21:24"
751;"8e1ecf6";"867592";23.3664;123.0691;37000.0;"F-RCFN1";"B772";"BKK";"NRT";"2016-02-22 14:21:24"
752;"8e2cde8";"AACFF4";32.8238;-109.5107;38000.0;"T-MLAT2";"B737";"MSY";"LAX";"2016-02-22 14:21:24"
753;"8e2d0d3";"758338";29.095;131.2387;41000.0;"F-RJKI1";"A333";"MNL";"HND";"2016-02-22 14:21:24"
754;"8e1edde";"86D9DA";51.4122;163.0664;40000.0;"T-F5M";"B788";"DFW";"NRT";"2016-02-22 14:21:24"
755;"8e2f05b";"";30.1729;-109.0772;39025.0;"T-MLAT2";"C56X";"";"";"2016-02-22 14:21:24"
756;"8e2dec8";"75833A";25.3434;127.3541;40000.0;"F-RODN1";"A333";"KIX";"MNL";"2016-02-22 14:21:24"
757;"8e2f902";"";43.2546;-65.1315;45000.0;"T-CYYG2";"GLF5";"";"";"2016-02-22 14:21:24"
758;"8e2dec0";"C0248B";39.3945;-77.6085;37000.0;"T-KIAD14";"A320";"FLL";"YOW";"2016-02-22 14:21:24"
759;"8e2dec1";"E491C3";-11.8712;-61.7312;38000.0;"T-SBVH1";"B738";"BSB";"RBR";"2016-02-22 14:21:24"
760;"8e27976";"3C4AD3";46.4816;20.2333;38000.0;"F-LYBE1";"B744";"DXB";"FRA";"2016-02-22 14:21:24"
761;"8e2d9bb";"7C7A48";-28.4492;149.7459;37000.0;"F-YARM1";"B738";"CNS";"SYD";"2016-02-22 14:21:24"
762;"8e2f83c";"A11F5A";24.3762;-152.4323;37000.0;"T-EST1";"B752";"OGG";"SFO";"2016-02-22 14:21:24"
763;"8e1ccca";"4007F5";56.7047;16.3253;38000.0;"T-EKCH1";"B772";"PVG";"LHR";"2016-02-22 14:21:24"
764;"8e30286";"A264A4";38.2067;-113.631;40000.0;"T-MLAT2";"B737";"SLC";"LAX";"2016-02-22 14:21:24"
765;"8e2fd80";"AA0E1C";35.3696;-101.9855;39000.0;"T-MLAT2";"B737";"DEN";"HOU";"2016-02-22 14:21:24"
766;"8e2f051";"C083AA";49.5056;-87.6722;38000.0;"F-CYQT1";"B736";"YYZ";"YMM";"2016-02-22 14:21:24"
767;"8e2dcaf";"4BA9C6";38.0155;60.7886;38000.0;"F-OIMM1";"A332";"ISB";"IST";"2016-02-22 14:21:24"
768;"8e2e2ae";"7C1468";-30.8091;137.7106;37000.0;"T-YBHI2";"A332";"MEL";"SIN";"2016-02-22 14:21:24"
769;"8e30354";"";28.207;-80.9024;39000.0;"F-KDAB1";"CL60";"";"";"2016-02-22 14:21:24"
770;"8e2eb43";"76BCC4";-31.7004;137.4364;39975.0;"T-YBHI2";"B788";"MEL";"SIN";"2016-02-22 14:21:24"
771;"8e2af3b";"8963ED";19.8882;86.788;39000.0;"F-VEBS3";"A388";"DXB";"BKK";"2016-02-22 14:21:24"
772;"8e2fecb";"";41.4524;-118.8676;40000.0;"T-MLAT2";"C56X";"";"";"2016-02-22 14:21:24"
773;"8e2b115";"A44240";43.7557;-101.5198;38000.0;"T-MLAT2";"B738";"JFK";"SLC";"2016-02-22 14:21:24"
774;"8e2e7cc";"A8C89F";22.4505;124.9221;39025.0;"F-RCFN1";"B744";"MNL";"NRT";"2016-02-22 14:21:24"
775;"8e2e7cb";"A44969";31.4045;-78.5732;39975.0;"T-MLAT2";"B738";"JFK";"FLL";"2016-02-22 14:21:24"
776;"8e2c579";"A0817F";49.2656;-49.145;38000.0;"T-CYQX1";"B752";"EWR";"MAN";"2016-02-22 14:21:24"
777;"8e2660c";"396448";34.0502;4.0076;39975.0;"F-LDAU1";"A332";"FIH";"CDG";"2016-02-22 14:21:24"
778;"8e24d81";"800B65";43.5684;28.3271;38000.0;"F-LBBG3";"A332";"BOM";"BRU";"2016-02-22 14:21:24"
779;"8e1c838";"76CD67";43.1526;27.3267;40000.0;"F-LBBG3";"A388";"SIN";"CDG";"2016-02-22 14:21:24"
780;"8e30031";"E48FB5";-20.6874;-47.3672;37450.0;"F-SBAQ1";"B738";"GRU";"SLZ";"2016-02-22 14:21:24"
781;"8e2f4a6";"0D0514";37.4452;-88.4577;39000.0;"T-MLAT2";"E190";"DFW";"";"2016-02-22 14:21:24"
782;"8e2d40c";"867816";32.1321;126.1734;39975.0;"F-ZSPD1";"B772";"HND";"SHA";"2016-02-22 14:21:24"
783;"8e2e4cd";"880850";21.0334;110.9441;38100.0;"F-ZGNU1";"A320";"HKG";"CNX";"2016-02-22 14:21:24"
784;"8e2f6c3";"C04049";45.0888;-113.201;37050.0;"T-MLAT2";"A319";"YYC";"LAS";"2016-02-22 14:21:24"
785;"8e2b93f";"A96171";42.6673;-89.2018;39000.0;"F-KGRB2";"B752";"SFO";"JFK";"2016-02-22 14:21:24"
786;"8e2f6c6";"AD12E0";34.8959;-103.099;39000.0;"T-MLAT2";"B737";"PHX";"OKC";"2016-02-22 14:21:24"
787;"8e274a8";"8005F4";32.67;55.3918;40975.0;"F-OIKK1";"B788";"LHR";"DEL";"2016-02-22 14:21:24"
788;"8e2e78f";"AAF5B1";46.0567;-69.5532;37000.0;"F-CYQB4";"A333";"DTW";"AMS";"2016-02-22 14:21:24"
789;"8e2ef32";"0D0005";28.3203;-108.5098;39000.0;"F-MMCN1";"A319";"TIJ";"TRC";"2016-02-22 14:21:24"
790;"8e2ea95";"C08096";45.2826;-81.6237;39000.0;"F-CYYZ2";"B736";"YWG";"YYZ";"2016-02-22 14:21:24"
791;"8e2ef30";"A8D206";39.5681;-114.9499;37000.0;"T-F5M";"A320";"SEA";"PHX";"2016-02-22 14:21:24"
792;"8e2f3e7";"A85887";33.0162;-78.0968;37000.0;"F-KFBG1";"A320";"FLL";"LGA";"2016-02-22 14:21:24"
793;"8e2ed3d";"8681B2";32.9743;136.8064;37000.0;"F-RJBE1";"B738";"OKA";"HND";"2016-02-22 14:21:24"
794;"8e2d752";"8990D2";16.5802;109.0048;37975.0;"F-VVDN1";"B77W";"TPE";"BKK";"2016-02-22 14:21:24"
795;"8e28cca";"406C6D";41.6775;-32.1443;40000.0;"T-EST1";"B788";"BGI";"LGW";"2016-02-22 14:21:24"
796;"8e2d755";"4B1883";46.9024;-66.75;37000.0;"T-CYYG2";"A333";"ORD";"ZRH";"2016-02-22 14:21:24"
797;"8e26623";"400683";37.5531;23.1726;38000.0;"F-LGSA1";"B772";"NBO";"LHR";"2016-02-22 14:21:24"
798;"8e29cc8";"7501E7";-5.0037;106.132;40000.0;"F-WICT3";"A333";"PER";"KUL";"2016-02-22 14:21:24"
799;"8e280ee";"A491B2";51.9298;-14.3922;37000.0;"T-EIKY1";"B763";"JFK";"CDG";"2016-02-22 14:21:24"
800;"8e2ebb9";"8A04D7";30.6087;127.3145;37975.0;"F-RKPC2";"A333";"ICN";"DPS";"2016-02-22 14:21:24"
801;"8e2a6ef";"7C6D98";-27.9739;151.4778;38900.0;"T-YTWB1";"B738";"PER";"BNE";"2016-02-22 14:21:24"
802;"8e2fa2d";"A737C7";34.612;-89.3195;39000.0;"T-MLAT2";"B737";"HOU";"BWI";"2016-02-22 14:21:24"
803;"8e2f6ca";"7503D8";8.727;100.5695;39000.0;"F-VTSS1";"B738";"DMK";"KUL";"2016-02-22 14:21:24"
804;"8e2d35e";"C90002";-23.2837;164.8578;37000.0;"F-NWWM2";"B738";"SYD";"VLI";"2016-02-22 14:21:24"
805;"8e2b933";"C035CC";50.8122;-107.1994;38000.0;"F-CYYN1";"B738";"YYZ";"YLW";"2016-02-22 14:21:24"
806;"8e2d99b";"AB034D";-22.0742;-75.2154;38000.0;"F-SCFA1";"B788";"SCL";"DFW";"2016-02-22 14:21:24"
807;"8e2fb37";"7580D5";45.5312;-82.6379;37975.0;"T-CYOS1";"B77W";"YYZ";"YVR";"2016-02-22 14:21:24"
808;"8e2fb36";"847C18";33.698;137.0979;39000.0;"F-RJGG1";"A320";"KMJ";"NRT";"2016-02-22 14:21:24"
809;"8e2d8ae";"A5F208";33.2781;-92.6297;38999.0;"T-MLAT2";"B737";"LAS";"MCO";"2016-02-22 14:21:24"
810;"8e1aa47";"899021";57.06;18.0878;38000.0;"F-ESSV5";"B77W";"TPE";"FRA";"2016-02-22 14:21:24"
811;"8e2e59a";"89402D";27.2131;64.4762;40000.0;"T-EST1";"A332";"LHE";"BAH";"2016-02-22 14:21:24"
812;"8e2fdc7";"750236";5.2526;112.9408;38000.0;"F-WBGR1";"B738";"BKI";"KUL";"2016-02-22 14:21:24"
